X,Y,FID,VENUEID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,NAME2,NAME3,FORMER,YEAR
-80.842511479074986,35.116414474366366,11,272,QUAIL HOLLOW COUNTRY CLUB,3700 GLEN EAGLES ROAD,NOT AVAILABLE,CHARLOTTE,NC,28210,NOT AVAILABLE,(704) 552-1800,SINGLE USE,OPEN,-999,MECKLENBURG,37119,USA,35.116414474,-80.842511479,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.clubcorp.com/Clubs/Quail-Hollow-Country-Club,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-79.886888952939344,36.014157776742763,12,273,SEDGEFIELD COUNTRY CLUB,3201 FORSYTH DRIVE,NOT AVAILABLE,GREENSBORO,NC,27407,NOT AVAILABLE,(336) 299-5324,SINGLE USE,OPEN,-999,GUILFORD,37081,USA,36.014157777,-79.886888953,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.sedgefieldcc.org/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-79.46776055442156,35.189533308644705,13,274,PINEHURST RESORT,1 CAROLINA VISTA DRIVE,NOT AVAILABLE,PINEHURST,NC,28374,NOT AVAILABLE,(910) 235-8507,SINGLE USE,OPEN,-999,MOORE,37125,USA,35.189533309,-79.467760554,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.pinehurst.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.394840986350417,30.198900238629683,14,275,TOURNAMENT PLAYERS CLUB SAWGRASS,110 CHAMPIONSHIP WAY,NOT AVAILABLE,PONTE VEDRA BEACH,FL,32082,NOT AVAILABLE,(904) 273-3235,SINGLE USE,OPEN,-999,ST. JOHNS,12109,USA,30.198900239,-81.394840986,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/tpc-sawgrass,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-84.302713449593469,33.743481007189118,15,276,EAST LAKE GOLF CLUB,2575 ALSTON DRIVE SOUTHEAST,NOT AVAILABLE,ATLANTA,GA,30317,NOT AVAILABLE,(404) 373-5722,SINGLE USE,OPEN,-999,DEKALB,13089,USA,33.743481007,-84.30271345,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.eastlakegolfclub.com/Club/Scripts/Home/home.asp,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-82.019658830057281,33.502919771678449,16,277,AUGUSTA NATIONAL GOLF COURSE,807 EISENHOWER DRIVE,NOT AVAILABLE,AUGUSTA,GA,30904,NOT AVAILABLE,(706) 737-4067,SINGLE USE,OPEN,-999,RICHMOND,13245,USA,33.502919772,-82.01965883,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.masters.com/index.html,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.405562381961317,31.138255176882634,17,278,SEA ISLAND GOLF CLUB,100 RETREAT ROAD,NOT AVAILABLE,ST SIMONS ISLAND,GA,31522,NOT AVAILABLE,(800) 732-4752,SINGLE USE,OPEN,-999,GLYNN,13127,USA,31.138255177,-81.405562382,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.seaisland.com/golf/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-80.810246406944259,32.135387143376299,18,279,SEA PINES HARBOUR TOWN GOLF LINKS,11 LIGHTHOUSE LANE,NOT AVAILABLE,HILTON HEAD ISLAND,SC,29928,NOT AVAILABLE,(843) 363-8385,SINGLE USE,OPEN,-999,BEAUFORT,45013,USA,32.135387143,-80.810246407,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.seapines.com/golf/harbour-town-golf-links.aspx,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-76.304889103151197,36.888919178072953,19,1183,FOREMAN FIELD AT S. B. BALLARD STADIUM,5115 HAMPTON BOULEVARD,NOT AVAILABLE,NORFOLK,VA,23529,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,20118,NORFOLK,51710,USA,36.888919178,-76.304889103,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.odusports.com/ViewArticle.dbml?ATCLID=208427122,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-90.189262833985694,29.902396589927367,20,280,TOURNAMENT PLAYERS CLUB OF LOUISIANA,11001 LAPALCO BOULEVARD,NOT AVAILABLE,AVONDALE,LA,70094,NOT AVAILABLE,(504) 436-8721,SINGLE USE,OPEN,-999,JEFFERSON,22051,USA,29.90239659,-90.189262834,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/tpc-louisiana,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.783145000247416,32.41216599978835,21,1184,PAULSON STADIUM,207 LANIER DRIVE,NOT AVAILABLE,STATESBORO,GA,30458,NOT AVAILABLE,NOT AVAILABLE,SINGLE USE,OPEN,25000,BULLOCH,13031,USA,32.412166,-81.783145,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://gseagles.com/sports/2013/7/23/FB_0723131314.aspx?id=16,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.511037105357275,28.45851403380399,22,281,BAY HILL CLUB & LODGE,9000 BAY HILL BOULEVARD,NOT AVAILABLE,ORLANDO,FL,32819,NOT AVAILABLE,(888) 422-9445,SINGLE USE,OPEN,-999,ORANGE,12095,USA,28.458514034,-81.511037105,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.bayhill.com/golf-1582.html,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-80.740125000132437,35.310511000205651,23,1185,JERRY RICHARDSON STADIUM,MAC EVERETT WAY N,NOT AVAILABLE,CHARLOTTE,NC,28262,NOT AVAILABLE,(704) 687-8622,SINGLE USE,OPEN,15314,MECKLENBURG,37119,USA,35.310511,-80.740125,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.charlotte49ers.com/ViewArticle.dbml?ATCLID=205425793,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-82.756461971317748,28.112498652026826,24,282,INNISBROOK NORTH & SOUTH COURSES,36750 US HIGHWAY 19 N,NOT AVAILABLE,PALM HARBOR,FL,34683,NOT AVAILABLE,(727) 942-2000,SINGLE USE,OPEN,-999,PINELLAS,12103,USA,28.112498652,-82.756461971,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.innisbrookgolfresort.com/golf/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-73.552653410940209,45.563093051036425,25,1186,SAPUTO STADIUM,4750 RUE SHERBROOKE EST,NOT AVAILABLE,MONTREAL,QC,H1V 1A1,NOT AVAILABLE,(514) 328-3668,SINGLE USE,OPEN,20801,MONTREAL,2466025,CAN,45.563093051,-73.552653411,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.stadesaputo.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-80.141038849766844,26.829010255727919,26,283,PGA NATIONAL GOLF CLUB,400 AVE OF THE CHAMPIONS,NOT AVAILABLE,PALM BEACH GARDENS,FL,33418,NOT AVAILABLE,(561) 627-1800,SINGLE USE,OPEN,-999,PALM BEACH,12099,USA,26.829010256,-80.14103885,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.pgaresort.com/index,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.402771383747194,28.539041640994352,27,1187,ORLANDO CITRUS BOWL,1 CITRUS BOWL PLACE,NOT AVAILABLE,ORLANDO,FL,32801,NOT AVAILABLE,(407) 423-2476,SINGLE USE,OPEN,65438,ORANGE,12095,USA,28.539041641,-81.402771384,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.fcsports.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,FLORIDA CITRUS BOWL STADIUM,2013
-80.339798316256747,25.814237743300751,28,284,TRUMP NATIONAL DORAL GOLF CLUB,4400 NORTHWEST 87TH AVENUE,NOT AVAILABLE,DORAL,FL,33178,NOT AVAILABLE,(305) 592-2000,SINGLE USE,OPEN,-999,MIAMI-DADE,12086,USA,25.814237743,-80.339798316,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.trumpgolfdoral.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,DORAL GOLF RESORT & SPA,2011
-95.407999999958278,29.682599999832664,29,1188,GRAND PRIX OF HOUSTON,1 RELIANT PARK,NOT AVAILABLE,HOUSTON,TX,77054,NOT AVAILABLE,(317) 716-5256,SINGLE USE,OPEN,-999,HARRIS,48201,USA,29.6826,-95.408,711212,RACETRACKS,http://www.grandprixofhouston.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-87.031279075752025,20.68966331681013,30,285,MAYA KOBA,PLAYA DEL CARMEN KM. 298,NOT AVAILABLE,PLAYA DEL CARMEN,QR,77760,NOT AVAILABLE,(984) 206-3088,SINGLE USE,OPEN,-999,SOLIDARIDAD,23008,MEX,20.689663317,-87.031279076,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.mayakobagolf.com/home.html,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-93.62314738444482,30.19315017002279,31,1189,DELTA DOWNS,2717 DELTA DOWNS DRIVE,NOT AVAILABLE,VINTON,LA,70668,NOT AVAILABLE,(800) 589-7441,SINGLE USE,OPEN,-999,CALCASIEU,22019,USA,30.19315017,-93.623147384,711212,RACETRACKS,http://www.deltadowns.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-73.902562197105382,45.492896555838684,32,286,ROYAL MONTRÉAL GOLF CLUB,25 SOUTH RIDGE ROAD,NOT AVAILABLE,MONTREAL,QC,H9E 1B3,NOT AVAILABLE,(514) 626-3977,SINGLE USE,OPEN,-999,MONTREAL,2466025,CAN,45.492896556,-73.902562197,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rmgc.org/home/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-82.645999999992029,28.051459999639473,33,1190,TAMPA BAY DOWNS,11225 RACE TRACK ROAD,NOT AVAILABLE,TAMPA,FL,33626,NOT AVAILABLE,(813) 855-4401,SINGLE USE,OPEN,-999,HILLSBOROUGH,12057,USA,28.05146,-82.646,711212,RACETRACKS,http://www.tampabaydowns.com,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2016-02-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-77.176503162006213,38.996356881163329,34,287,CONGRESSIONAL COUNTRY CLUB,8500 RIVER ROAD,NOT AVAILABLE,BETHESDA,MD,20817,NOT AVAILABLE,(301) 469-2000,SINGLE USE,OPEN,-999,MONTGOMERY,24031,USA,38.996356881,-77.176503162,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.ccclub.org/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-74.077984578764159,40.947403775739218,35,288,RIDGEWOOD COUNTRY CLUB,96 W MIDLAND AVE,NOT AVAILABLE,PARAMUS,NJ,07652,NOT AVAILABLE,(201) 599-3900,SINGLE USE,OPEN,-999,BERGEN,34003,USA,40.947403776,-74.077984579,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rcc1890.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-106.55899999963674,31.807050000047781,36,1191,SUNLAND PARK,1200 FUTURITY DRIVE,NOT AVAILABLE,SUNLAND PARK,NM,88063,NOT AVAILABLE,(575) 874-5200,SINGLE USE,OPEN,-999,DOÑA ANA,35013,USA,31.80705,-106.559,711212,RACETRACKS,http://www.sunland-park.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-71.223367389667217,41.982298550102257,37,289,TOURNAMENT PLAYERS CLUB OF BOSTON,400 ARNOLD PALMER BOULEVARD,NOT AVAILABLE,NORTON,MA,02766,NOT AVAILABLE,(508) 285-3200,SINGLE USE,OPEN,-999,BRISTOL,25005,USA,41.98229855,-71.22336739,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/boston,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-84.634769999947665,39.02450200006745,38,1192,TURFWAY PARK,7500 TURFWAY ROAD,NOT AVAILABLE,FLORENCE,KY,41042,NOT AVAILABLE,(859) 371-0200,SINGLE USE,OPEN,-999,BOONE,21015,USA,39.024502,-84.63477,711212,RACETRACKS,http://www.turfway.com/home,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-72.63962377007752,41.631902352067023,39,290,TOURNAMENT PLAYERS CLUB AT RIVER HIGHLANDS,1 GOLF CLUB ROAD,NOT AVAILABLE,CROMWELL,CT,06416,NOT AVAILABLE,(860) 635-5000,SINGLE USE,OPEN,-999,MIDDLESEX,09007,USA,41.631902352,-72.63962377,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/riverhighlands,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-118.043700000413708,33.808749999808065,40,1193,LOS ALAMITOS,KATELLA AVENUE,NOT AVAILABLE,CYPRESS,CA,90720,NOT AVAILABLE,(714) 820-2800,SINGLE USE,OPEN,-999,ORANGE,06059,USA,33.80875,-118.0437,711212,RACETRACKS,http://www.losalamitos.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-81.071389999974045,29.185100000338554,41,291,DAYTONA INTERNATIONAL SPEEDWAY,1801 WEST INTERNATIONAL SPEEDWAY,NOT AVAILABLE,DAYTONA BEACH,FL,32114,NOT AVAILABLE,(800) 748-7467,SINGLE USE,OPEN,168000,VOLUSIA,12127,USA,29.1851,-81.07139,711212,RACETRACKS,http://www.daytonainternationalspeedway.com/?homepage=true,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-73.975230339425778,40.682573251133562,42,1194,BARCLAYS CENTER,620 ATLANTIC AVENUE,NOT AVAILABLE,BROOKLYN,NY,11217,NOT AVAILABLE,(917) 618-6100,MULTIUSE,OPEN,17732,KINGS,36047,USA,40.682573251,-73.975230339,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.barclayscenter.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2016-02-08T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-117.500722778102784,34.088509285999244,43,378,AUTO CLUB SPEEDWAY,9300 CHERRY AVENUE,NOT AVAILABLE,FONTANA,CA,92335,NOT AVAILABLE,(909) 429-5000,MULTIUSE,OPEN,68000,SAN BERNARDINO,06071,USA,34.088509286,-117.500722778,711212,RACETRACKS,http://www.autoclubspeedway.com/?homepage=true,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,CALIFORNIA SPEEDWAY,2007
-90.05064245412197,30.030099936949881,44,1195,LAKEFRONT ARENA,6801 FRANKLIN AVENUE,NOT AVAILABLE,NEW ORLEANS,LA,70122,NOT AVAILABLE,(504) 280-7171,SINGLE USE,OPEN,8933,ORLEANS,22071,USA,30.030099937,-90.050642454,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://arena.uno.edu/default.aspx,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-115.010302422023003,36.272485535662206,45,390,LAS VEGAS MOTOR SPEEDWAY,7000 LAS VEGAS BOULEVARD NORTH,NOT AVAILABLE,LAS VEGAS,NV,89115,NOT AVAILABLE,(702) 644-4444,SINGLE USE,OPEN,142000,CLARK,32003,USA,36.272485536,-115.010302422,711212,RACETRACKS,http://www.lvms.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-99.709219214023634,32.470388554266599,46,1196,MOODY COLISEUM (ACU),1600 CAMPUS COURT,NOT AVAILABLE,ABILENE,TX,79601,NOT AVAILABLE,(325) 674-2000,SINGLE USE,OPEN,4600,TAYLOR,48441,USA,32.470388554,-99.709219214,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.acu.edu/aboutacu/map_acu/mc.html,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2016-02-24T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-84.317853863801162,33.38373277562593,47,294,ATLANTA MOTOR SPEEDWAY,1500 TARA PLACE,NOT AVAILABLE,HAMPTON,GA,30228,NOT AVAILABLE,(770) 946-4211,SINGLE USE,OPEN,124000,HENRY,19087,USA,33.383732776,-84.317853864,711212,RACETRACKS,http://www.atlantamotorspeedway.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-112.128942267441886,33.510242705246341,48,1197,GCU ARENA,3300 WEST CAMELBACK ROAD,NOT AVAILABLE,PHOENIX,AZ,85017,NOT AVAILABLE,(602) 639-8979,SINGLE USE,OPEN,7000,MARICOPA,04013,USA,33.510242705,-112.128942267,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.gcuarena.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
-82.257077453801074,36.515630773639273,49,295,BRISTOL MOTOR SPEEDWAY,151 SPEEDWAY BOULEVARD,NOT AVAILABLE,BRISTOL,TN,37620,NOT AVAILABLE,(423) 989-6933,SINGLE USE,OPEN,160000,SULLIVAN,29211,USA,36.515630774,-82.257077454,711212,RACETRACKS,http://www.bristolmotorspeedway.com/,2015-01-30T00:00:00.000Z,IMAGERY/OTHER,2015-01-30T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,-999
